,Title_x,Artist_x,id,artist_genres_x,Year_x,is_top100_x,acousticness_x,danceability_x,duration_ms_x,energy_x,instrumentalness_x,key_x,liveness_x,loudness_x,mode_x,speechiness_x,tempo_x,time_signature_x,valence_x,Title_y,Artist_y,artist_genres_y,Year_y,is_top100_y,acousticness_y,danceability_y,duration_ms_y,energy_y,instrumentalness_y,key_y,liveness_y,loudness_y,mode_y,speechiness_y,tempo_y,time_signature_y,valence_y
74,Hold Up,Beyoncé,0rzNMzZsubFcXSEh7dnem7,"['dance pop', 'pop', 'post-teen pop', 'r&b']",2016,0.0,0.745,0.524,221093.0,0.397,0.0,0.0,0.521,-11.936,1.0,0.405,80.744,4.0,0.552,,,,,,,,,,,,,,,,,,
75,You're Welcome,Dwayne Johnson,6U4VqEHy4n5VeiH4pQPL24,[],2016,0.0,0.29,0.788,163893.0,0.745,0.0,5.0,0.0373,-7.072,1.0,0.258,135.278,4.0,0.672,,,,,,,,,,,,,,,,,,
76,One Call Away,Charlie Puth,37R0bQOQj5a7DOqh1TGzvB,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",2016,0.0,0.403,0.667,194453.0,0.613,0.0,1.0,0.115,-5.353,1.0,0.0344,91.024,4.0,0.47,One Call Away,Charlie Puth,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",2016,1.0,0.403,0.667,194453.0,0.613,0.0,1.0,0.115,-5.353,1.0,0.0344,91.024,4.0,0.47
77,Pink + White,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2016,0.0,0.67,0.544,184516.0,0.552,4.57e-05,9.0,0.415,-7.45,1.0,0.0991,159.738,3.0,0.554,,,,,,,,,,,,,,,,,,
78,Nights,Frank Ocean,7eqoqGkKwgOaWNNHx90uEZ,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2016,0.0,0.42,0.466,307151.0,0.548,1.01e-06,5.0,0.113,-9.362,0.0,0.118,89.815,4.0,0.423,,,,,,,,,,,,,,,,,,
79,Work,Rihanna,72TFWvU3wUYdUuxejTTIzt,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",2016,0.0,0.0752,0.725,219320.0,0.534,0.0,11.0,0.0919,-6.238,1.0,0.0946,91.974,4.0,0.558,,,,,,,,,,,,,,,,,,
80,Cold Little Heart,Michael Kiwanuka,0qprlw0jfsW4H9cG0FFE0Z,"['british soul', 'neo soul', 'soul']",2016,0.0,0.487,0.489,597600.0,0.404,0.0485,8.0,0.14,-7.815,1.0,0.0261,108.01,4.0,0.153,,,,,,,,,,,,,,,,,,
81,Broken,Lund,2BmCen4Ww7ps0EBbobxWsH,"['emo rap', 'modern rock', 'pop rap']",2016,0.0,0.0423,0.828,200627.0,0.581,0.000903,0.0,0.109,-2.659,1.0,0.0429,133.999,4.0,0.145,,,,,,,,,,,,,,,,,,
82,Stole the Show,Kygo,5masKPHeAOVNgxdLebIcK7,"['edm', 'pop', 'tropical house']",2016,0.0,0.271,0.64,223187.0,0.635,0.0,8.0,0.319,-7.565,0.0,0.226,100.034,4.0,0.475,,,,,,,,,,,,,,,,,,
83,Hotline Bling,Drake,0wwPcA6wtMf6HUMpIRdeP7,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2016,0.0,0.00261,0.891,267067.0,0.625,0.000176,2.0,0.0504,-7.861,1.0,0.0558,134.967,4.0,0.548,,,,,,,,,,,,,,,,,,
84,Good as Hell,Lizzo,3Yh9lZcWyKrK9GjbhuS0hR,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",2016,0.0,0.256,0.682,159736.0,0.919,0.0,0.0,0.442,-3.18,0.0,0.0875,95.982,4.0,0.535,,,,,,,,,,,,,,,,,,
85,Go Flex,Post Malone,5yuShbu70mtHXY0yLzCQLQ,"['dfw rap', 'melodic rap', 'rap']",2016,0.0,0.228,0.665,179613.0,0.498,0.0,5.0,0.0757,-8.185,1.0,0.0831,81.967,4.0,0.127,,,,,,,,,,,,,,,,,,
86,White Iverson,Post Malone,6eT7xZZlB2mwyzJ2sUKG6w,"['dfw rap', 'melodic rap', 'rap']",2016,0.0,0.233,0.675,256533.0,0.562,0.0,7.0,0.0816,-7.678,1.0,0.0352,130.098,4.0,0.309,,,,,,,,,,,,,,,,,,
87,Broccoli (feat. Lil Yachty),DRAM,7yyRTcZmCiyzzJlNzGC9Ol,"['pop rap', 'rap', 'trap']",2016,0.0,0.236,0.886,225205.0,0.525,0.0,8.0,0.057,-7.39,1.0,0.131,145.99,4.0,0.708,Broccoli (feat. Lil Yachty),DRAM,"['pop rap', 'rap', 'trap']",2016,1.0,0.236,0.886,225205.0,0.525,0.0,8.0,0.057,-7.39,1.0,0.131,145.99,4.0,0.708
88,Fuck It up (feat. Yg),Kamaiyah,4rr19p6NPfg8oUazZQnkS8,['cali rap'],2016,0.0,0.432,0.634,141845.0,0.669,0.0,0.0,0.552,-7.369,1.0,0.0682,98.044,4.0,0.431,,,,,,,,,,,,,,,,,,
89,Firestone (feat. Conrad Sewell),Kygo,1I8tHoNBFTuoJAlh4hfVVE,"['edm', 'pop', 'tropical house']",2016,0.0,0.408,0.486,273684.0,0.652,6.63e-05,11.0,0.077,-7.226,0.0,0.052,113.055,4.0,0.391,,,,,,,,,,,,,,,,,,
90,Panda,Desiigner,5YEOzOojehCqxGQCcQiyR4,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",2016,0.0,0.028,0.576,246761.0,0.766,1.68e-06,10.0,0.366,-4.943,0.0,0.449,144.833,4.0,0.236,,,,,,,,,,,,,,,,,,
91,Starving,Hailee Steinfeld,4Ce37cRWvM1vIGGynKcs22,"['dance pop', 'pop', 'post-teen pop']",2016,0.0,0.378,0.729,181880.0,0.615,0.0,4.0,0.105,-4.238,1.0,0.0647,99.989,4.0,0.508,,,,,,,,,,,,,,,,,,
92,Ain't Your Mama,Jennifer Lopez,2hgzdQdnfWwtdpZbhZlV72,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",2016,0.0,0.0472,0.757,218235.0,0.678,9.14e-06,8.0,0.0654,-5.529,0.0,0.233,120.075,4.0,0.82,,,,,,,,,,,,,,,,,,
93,Spirits,The Strumbellas,7GJ572zvnU94VZVrj5XRtb,"['canadian folk', 'canadian indie', 'folk-pop', 'pop rock', 'stomp and holler']",2016,0.0,0.163,0.556,203653.0,0.658,0.0,0.0,0.113,-6.075,1.0,0.0265,80.529,4.0,0.787,,,,,,,,,,,,,,,,,,
94,beibs in the trap,Travis Scott,0ESJlaM8CE1jRWaNtwSNj8,['rap'],2016,0.0,0.24,0.743,213863.0,0.571,0.0,7.0,0.291,-6.054,0.0,0.145,119.054,4.0,0.495,,,,,,,,,,,,,,,,,,
95,My Favorite Part,Mac Miller,66wkCYWlXzSTQAfnsPBptt,"['hip hop', 'pittsburgh rap', 'rap']",2016,0.0,0.627,0.861,216000.0,0.33,1.93e-06,6.0,0.14,-7.194,1.0,0.0526,95.016,4.0,0.718,,,,,,,,,,,,,,,,,,
96,Money Longer,Lil Uzi Vert,0B8QzDH7YWih85V5SEMnyJ,"['melodic rap', 'philly rap', 'rap']",2016,0.0,0.0541,0.795,198944.0,0.568,0.0,5.0,0.108,-7.817,0.0,0.142,136.173,4.0,0.478,,,,,,,,,,,,,,,,,,
97,Люби меня,MiyaGi & Endspiel,0r5Nq9NExhHRcApKfFUBzk,"['estonian hip hop', 'russian hip hop', 'russian trap', 'uzbek pop']",2016,0.0,0.436,0.628,318353.0,0.621,0.0,2.0,0.119,-6.033,0.0,0.205,145.974,4.0,0.63,,,,,,,,,,,,,,,,,,
98,Black Beatles,Rae Sremmurd,6fujklziTHa8uoM5OQSfIo,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,0.0,0.142,0.794,291893.0,0.632,0.0,0.0,0.128,-6.163,1.0,0.0649,145.926,4.0,0.355,,,,,,,,,,,,,,,,,,
99,"Psycho, Pt. 2",Russ,26OhjtaTamFocE08t83ml6,"['hawaiian hip hop', 'pop', 'rap']",2016,0.0,0.775,0.766,161985.0,0.548,5.57e-06,10.0,0.1,-4.29,1.0,0.235,82.944,4.0,0.424,,,,,,,,,,,,,,,,,,
100,Versace on the Floor,Bruno Mars,0kN8xEmgMW9mh7UmDYHlJP,"['pop', 'post-teen pop']",2016,0.0,0.196,0.578,261240.0,0.574,0.0,2.0,0.083,-6.209,1.0,0.0454,174.152,4.0,0.301,,,,,,,,,,,,,,,,,,
101,sex,EDEN,26ZX2JrAb8AFbr8FFfAsO7,"['indie poptimism', 'modern rock', 'pop']",2016,0.0,0.162,0.413,218808.0,0.521,0.0,9.0,0.323,-4.469,1.0,0.0466,103.391,4.0,0.532,,,,,,,,,,,,,,,,,,
102,Neighbors,J. Cole,0utlOiJy2weVl9WTkcEWHy,"['conscious hip hop', 'hip hop', 'nc hip hop', 'rap']",2016,0.0,0.319,0.898,216520.0,0.283,0.000383,6.0,0.11,-12.335,0.0,0.356,138.97,4.0,0.469,,,,,,,,,,,,,,,,,,
103,Superhero,Unknown Brain,7EYv3adMrIC5mqurz7fHhD,"['bass trap', 'gaming edm', 'traprun']",2016,0.0,0.028,0.669,179225.0,0.937,1.79e-05,8.0,0.318,-4.054,0.0,0.0714,75.013,4.0,0.223,,,,,,,,,,,,,,,,,,
104,XO,EDEN,0ZAiqymvbQUZAh9y6ZT3Rm,"['indie poptimism', 'modern rock', 'pop']",2016,0.0,0.625,0.611,159512.0,0.39,0.0,2.0,0.118,-5.861,0.0,0.116,163.897,4.0,0.617,,,,,,,,,,,,,,,,,,
105,Swang,Rae Sremmurd,6mapJIPnQ23RTAevUoE0DL,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,0.0,0.2,0.681,208120.0,0.314,9.82e-06,8.0,0.1,-9.319,1.0,0.0581,139.992,4.0,0.166,,,,,,,,,,,,,,,,,,
106,Love & Hate,Michael Kiwanuka,7oOEFDLSQscl0uGulnIEmG,"['british soul', 'neo soul', 'soul']",2016,0.0,0.157,0.278,427093.0,0.494,0.000407,7.0,0.173,-7.853,0.0,0.029,169.661,4.0,0.527,,,,,,,,,,,,,,,,,,
107,DUELE EL CORAZON,Enrique Iglesias,6YZdkObH88npeKrrkb8Ggf,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",2016,0.0,0.0786,0.724,200813.0,0.904,0.0,8.0,0.226,-3.354,0.0,0.0966,90.999,4.0,0.846,,,,,,,,,,,,,,,,,,
108,Are You With Me,Lost Frequencies,4255amV4enzl28KAn16rUO,"['belgian edm', 'edm', 'pop', 'tropical house']",2016,0.0,0.262,0.763,138013.0,0.608,2.5e-05,5.0,0.12,-8.1,0.0,0.035,121.02,4.0,0.393,,,,,,,,,,,,,,,,,,
109,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,1A8j067qyiNwQnZT0bzUpZ,"['deep tropical house', 'edm', 'new french touch', 'tropical house']",2016,0.0,0.0927,0.792,195547.0,0.717,3.59e-05,0.0,0.226,-4.759,0.0,0.0393,121.985,4.0,0.466,,,,,,,,,,,,,,,,,,
110,Ivy,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2016,0.0,0.782,0.567,249191.0,0.388,0.000309,9.0,0.248,-9.579,0.0,0.0384,116.362,4.0,0.452,,,,,,,,,,,,,,,,,,
111,Die For You,The Weeknd,2Ch7LmS7r2Gy2kc64wv3Bz,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016,0.0,0.111,0.586,260253.0,0.525,0.0,1.0,0.134,-7.163,0.0,0.0615,133.629,4.0,0.508,,,,,,,,,,,,,,,,,,
112,Low Life,Future,7EiZI6JVHllARrX9PUvAdX,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,0.0,0.337,0.722,313547.0,0.331,0.283,8.0,0.146,-7.789,1.0,0.0725,143.974,4.0,0.102,Low Life,Future,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,1.0,0.337,0.722,313547.0,0.331,0.283,8.0,0.146,-7.789,1.0,0.0725,143.974,4.0,0.102
113,Min Zaman,Bint El Funk,1KK5dcqKKo7e55S8mc2wUe,[],2016,0.0,0.381,0.677,260784.0,0.444,0.00241,1.0,0.0713,-10.709,1.0,0.0732,79.702,4.0,0.41,,,,,,,,,,,,,,,,,,
114,X (feat. Future),21 Savage,6fwdbPMwP1zVStm8FybmkO,"['atl hip hop', 'rap', 'trap']",2016,0.0,0.373,0.835,258880.0,0.413,0.00133,1.0,0.101,-9.81,1.0,0.396,149.004,4.0,0.111,,,,,,,,,,,,,,,,,,
115,Reality,Lost Frequencies,1Mys1gf9SkMBAVGGxpkJ7d,"['belgian edm', 'edm', 'pop', 'tropical house']",2016,0.0,0.0197,0.714,159480.0,0.697,2e-06,1.0,0.0697,-7.887,0.0,0.032,122.145,4.0,0.602,,,,,,,,,,,,,,,,,,
116,Photosynthesis,Saba,3DlgDXIYtnWtJKiB8bZQMv,"['chicago rap', 'hip hop', 'rap', 'underground hip hop']",2016,0.0,0.536,0.777,201733.0,0.662,4.61e-06,7.0,0.593,-8.393,1.0,0.27,111.13,4.0,0.634,,,,,,,,,,,,,,,,,,
117,Sleep On The Floor,The Lumineers,44uOreAESeRIBaxkuCW4wN,"['folk-pop', 'modern rock', 'stomp and holler']",2016,0.0,0.249,0.389,211851.0,0.431,0.0,7.0,0.13,-8.061,1.0,0.0344,142.14,4.0,0.275,,,,,,,,,,,,,,,,,,
118,Here,Alessia Cara,664gdARxaClFsoF5SXKOws,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2016,0.0,0.0785,0.376,199453.0,0.821,0.0,0.0,0.0823,-3.974,1.0,0.104,120.462,4.0,0.331,Here,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2016,1.0,0.0785,0.376,199453.0,0.821,0.0,0.0,0.0823,-3.974,1.0,0.104,120.462,4.0,0.331
119,I Can't Go On Without You,KALEO,1dX6oGAG5PaexuPj29PsYd,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']",2016,0.0,0.655,0.368,377000.0,0.267,2.24e-05,8.0,0.0834,-9.395,0.0,0.0428,91.88,4.0,0.194,,,,,,,,,,,,,,,,,,
120,"Sit Still, Look Pretty",Daya,0Mlm5SrNK34Jqn8Rk1Gs3g,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",2016,0.0,0.141,0.657,202221.0,0.739,0.0,2.0,0.178,-4.081,1.0,0.274,181.994,4.0,0.543,"Sit Still, Look Pretty",Daya,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",2016,1.0,0.141,0.657,202221.0,0.739,0.0,2.0,0.178,-4.081,1.0,0.274,181.994,4.0,0.543
121,Reminder,The Weeknd,37F0uwRSrdzkBiuj0D5UHI,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016,0.0,0.142,0.705,218880.0,0.505,0.0,8.0,0.164,-6.923,1.0,0.192,160.043,4.0,0.391,,,,,,,,,,,,,,,,,,
122,Love Myself,Hailee Steinfeld,36phXHOKx8rO7CMp2vNX4x,"['dance pop', 'pop', 'post-teen pop']",2016,0.0,0.0026,0.617,218773.0,0.759,0.0,0.0,0.419,-6.785,0.0,0.0677,122.925,4.0,0.324,,,,,,,,,,,,,,,,,,
123,Emperor's New Clothes,Panic! At The Disco,3px2rAPu74ltbkf9eZsZ8h,"['baroque pop', 'emo', 'modern rock']",2016,0.0,0.00302,0.562,158667.0,0.904,0.0,1.0,0.0433,-4.947,1.0,0.0807,94.481,4.0,0.651,,,,,,,,,,,,,,,,,,
124,PRBLMS,6LACK,4AtZRwSR8BOTTQg5ihSggt,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']",2016,0.0,0.0307,0.417,246773.0,0.58,1.45e-06,9.0,0.179,-4.574,1.0,0.207,68.58,5.0,0.139,,,,,,,,,,,,,,,,,,
125,Tiimmy Turner,Desiigner,3NJG6vMH1ZsectZkocMEm0,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",2016,0.0,0.174,0.602,239853.0,0.725,0.0,6.0,0.0786,-3.054,1.0,0.0393,122.803,4.0,0.304,,,,,,,,,,,,,,,,,,
126,Makeba,Jain,5JdLUE9D743ob2RtgmVpVx,['french indie pop'],2016,0.0,0.388,0.824,249533.0,0.656,0.506,2.0,0.253,-9.432,1.0,0.0704,116.068,4.0,0.418,,,,,,,,,,,,,,,,,,
127,Vente Pa' Ca,Ricky Martin,7DM4BPaS7uofFul3ywMe46,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']",2016,0.0,0.00431,0.663,259196.0,0.92,1.69e-05,11.0,0.101,-4.07,0.0,0.226,99.935,4.0,0.533,,,,,,,,,,,,,,,,,,
128,Father Stretch My Hands Pt. 1,Kanye West,4KW1lqgSr8TKrvBII0Brf8,"['chicago rap', 'rap']",2016,0.0,0.118,0.724,135920.0,0.573,0.0,7.0,0.538,-4.113,1.0,0.0549,113.088,4.0,0.438,,,,,,,,,,,,,,,,,,
129,Islands in the Stream,Dolly Parton,6apPqjW8ezpKEicAkkBlvO,"['classic country pop', 'country', 'country dawn']",2016,0.0,0.68,0.611,250053.0,0.524,0.0,8.0,0.0753,-8.256,1.0,0.035,203.787,4.0,0.73,,,,,,,,,,,,,,,,,,
130,Solo Dance,Martin Jensen,10AsRVRdU07cMAFHeGYO3c,"['big room', 'dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",2016,0.0,0.0485,0.746,174933.0,0.846,0.0,9.0,0.195,-2.432,1.0,0.048,114.955,4.0,0.403,,,,,,,,,,,,,,,,,,
131,Controlla,Drake,3O8NlPh2LByMU9lSRSHedm,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2016,0.0,0.0781,0.611,245227.0,0.468,0.0,10.0,0.101,-11.084,0.0,0.179,92.092,4.0,0.349,,,,,,,,,,,,,,,,,,
132,You Don't Own Me,SAYGRACE,6KI1ZpZWYAJLvmVhCJz65G,"['pop', 'r&b']",2016,0.0,0.159,0.332,201493.0,0.635,2.79e-06,7.0,0.0599,-5.653,1.0,0.0898,186.249,3.0,0.261,,,,,,,,,,,,,,,,,,
133,7 Years (Remix),Sik World,1kFlDnWmBTvCBxxeGDpIdp,"['pop rap', 'rap']",2016,0.0,0.227,0.811,134197.0,0.609,0.0,10.0,0.102,-8.376,1.0,0.0996,120.071,4.0,0.439,,,,,,,,,,,,,,,,,,
134,Mama Said,Lukas Graham,5ArQzSBevAdXTxRY6Ulhbq,"['danish pop', 'pop', 'scandipop']",2016,0.0,0.0447,0.712,206903.0,0.799,6.4e-05,7.0,0.37,-4.564,0.0,0.0703,83.996,4.0,0.591,,,,,,,,,,,,,,,,,,
135,Time After Time,Iron & Wine,5kOBEsqVNwi4udPRbagNIV,"['chamber pop', 'indie folk', 'indie pop', 'neo mellow', 'stomp and holler']",2016,0.0,0.814,0.628,170217.0,0.248,0.0602,1.0,0.111,-13.304,1.0,0.032,125.298,4.0,0.646,,,,,,,,,,,,,,,,,,
136,Wat's Wrong (feat. Zacari & Kendrick Lamar),Isaiah Rashad,2RPbEp0DyBVlkRvvYKopO7,"['hip hop', 'rap', 'underground hip hop']",2016,0.0,0.151,0.706,330783.0,0.688,0.0,1.0,0.466,-6.357,1.0,0.269,125.966,4.0,0.313,,,,,,,,,,,,,,,,,,
137,Sorry,Beyoncé,0lnIJmgcUpEpe4AZACjayW,"['dance pop', 'pop', 'post-teen pop', 'r&b']",2016,0.0,0.00175,0.775,232560.0,0.598,4.44e-06,2.0,0.253,-7.274,1.0,0.0535,129.988,4.0,0.356,,,,,,,,,,,,,,,,,,
138,Too Good,Drake,3BtuIIrQlkujKPuWF2B85z,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2016,0.0,0.0484,0.793,263373.0,0.653,4.91e-05,7.0,0.1,-7.839,1.0,0.103,117.993,4.0,0.393,,,,,,,,,,,,,,,,,,
139,You Want It Darker,Leonard Cohen,5zb7npjQqoJ7Kcpq4yD9qn,"['canadian folk', 'canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']",2016,0.0,0.613,0.674,284373.0,0.327,0.199,4.0,0.0756,-16.986,0.0,0.0574,108.995,4.0,0.494,,,,,,,,,,,,,,,,,,
140,Deep Jungle Walk,Astrix,5gXKDmafOQ8i4lYr62wxTk,"['full on', 'nitzhonot', 'psychedelic trance']",2016,0.0,0.000656,0.618,555705.0,0.885,0.502,6.0,0.37,-8.347,0.0,0.0453,138.029,4.0,0.105,,,,,,,,,,,,,,,,,,
141,Reggaetón Lento (Bailemos),CNCO,3AEZUABDXNtecAOSC1qTfo,"['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical']",2016,0.0,0.4,0.761,222560.0,0.838,0.0,4.0,0.176,-3.073,0.0,0.0502,93.974,4.0,0.71,,,,,,,,,,,,,,,,,,
142,Party Monster,The Weeknd,4F7A0DXBrmUAkp32uenhZt,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016,0.0,0.188,0.572,249213.0,0.631,2.31e-05,1.0,0.259,-8.389,1.0,0.104,77.519,4.0,0.219,,,,,,,,,,,,,,,,,,
143,Foreplay,Jalen Santoy,28luqgS4NCuFKP6YSOtia5,"['nc hip hop', 'underground hip hop']",2016,0.0,0.123,0.73,173785.0,0.422,0.00292,5.0,0.105,-6.211,0.0,0.0678,118.427,4.0,0.505,,,,,,,,,,,,,,,,,,
144,Can't Help Falling in Love,Haley Reinhart,6yIHGmQLJxWAUZ1ZkENemN,['idol'],2016,0.0,0.947,0.41,173175.0,0.0485,0.0,0.0,0.108,-13.918,1.0,0.038,137.97,4.0,0.247,,,,,,,,,,,,,,,,,,
145,Pull The Trigger,Russ,2oy5kjcc7itM64xk00Gz2c,"['hawaiian hip hop', 'pop', 'rap']",2016,0.0,0.305,0.623,156560.0,0.651,0.0,4.0,0.101,-6.988,0.0,0.345,82.078,4.0,0.296,,,,,,,,,,,,,,,,,,
146,All The Pretty Girls,KALEO,0QQIhT6PtJ5glyn4HKNKQ6,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']",2016,0.0,0.626,0.466,269893.0,0.496,6.22e-06,1.0,0.117,-6.606,1.0,0.0302,74.747,4.0,0.352,,,,,,,,,,,,,,,,,,
147,Daddy Lessons,Beyoncé,71OvX5NNLrmz7rpq1ANTQn,"['dance pop', 'pop', 'post-teen pop', 'r&b']",2016,0.0,0.273,0.643,287987.0,0.503,0.0,7.0,0.349,-8.37,1.0,0.216,90.886,4.0,0.598,,,,,,,,,,,,,,,,,,
148,Famous,Kanye West,19a3JfW8BQwqHWUMbcqSx8,"['chicago rap', 'rap']",2016,0.0,0.0711,0.465,196040.0,0.735,0.0,6.0,0.0975,-3.715,1.0,0.117,173.935,4.0,0.409,,,,,,,,,,,,,,,,,,
149,River Of Tears,Alessia Cara,3ArYVrRb0lDBLzuJJqIXzC,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2016,0.0,0.928,0.388,254507.0,0.372,0.0,6.0,0.146,-5.72,1.0,0.0468,89.701,4.0,0.285,,,,,,,,,,,,,,,,,,
150,'74-'75,The Connells,7y4b4rofQZMftfTmu4FTfy,"['jangle pop', 'pop rock']",2016,0.0,0.189,0.529,277533.0,0.586,0.00289,11.0,0.0649,-9.165,1.0,0.025,143.982,4.0,0.422,,,,,,,,,,,,,,,,,,
151,Sidewalks,The Weeknd,4h90qkbnW1Qq6pBhoPvwko,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016,0.0,0.147,0.542,231360.0,0.721,0.0,1.0,0.348,-5.136,0.0,0.0625,149.831,4.0,0.623,,,,,,,,,,,,,,,,,,
152,Atlantis,Seafret,1Fid2jjqsHViMX6xNH70hE,"['folk-pop', 'indie anthem-folk', 'modern rock']",2016,0.0,0.0529,0.4,229173.0,0.479,2.14e-06,8.0,0.115,-7.989,0.0,0.0308,166.159,4.0,0.213,,,,,,,,,,,,,,,,,,
153,Purple Lamborghini (with Rick Ross),Skrillex,6JyuJFedEvPmdWQW0PkbGJ,"['brostep', 'complextro', 'edm', 'electro']",2016,0.0,0.0019,0.457,215510.0,0.899,0.0,10.0,0.831,-2.591,0.0,0.132,147.268,4.0,0.298,,,,,,,,,,,,,,,,,,
154,Feel Invincible,Skillet,0i8JFpqe9cKwnrcvoNgl1L,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",2016,0.0,0.00045,0.603,229933.0,0.886,0.0,5.0,0.26,-3.777,0.0,0.0837,126.025,4.0,0.395,,,,,,,,,,,,,,,,,,
155,Self Control,Frank Ocean,5GUYJTQap5F3RDQiCOJhrS,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2016,0.0,0.765,0.572,249668.0,0.209,0.0,8.0,0.356,-10.413,1.0,0.0313,80.069,4.0,0.446,,,,,,,,,,,,,,,,,,
156,pick up the phone,Young Thug,20dP2DaMHIAmwWAbp7peSr,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",2016,0.0,0.114,0.711,252256.0,0.739,0.0,7.0,0.226,-3.804,0.0,0.129,136.919,4.0,0.43,,,,,,,,,,,,,,,,,,
157,No Money,Galantis,0gb1J5UrTpzaU1s3nupgCd,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",2016,0.0,0.0282,0.671,189127.0,0.916,0.00762,6.0,0.24,-4.014,0.0,0.0397,126.01,4.0,0.803,,,,,,,,,,,,,,,,,,
158,No Heart,21 Savage,4gmmRb6bZJffOOiww1JGTO,"['atl hip hop', 'rap', 'trap']",2016,0.0,0.136,0.906,235040.0,0.444,6.44e-05,4.0,0.173,-8.692,0.0,0.384,140.063,4.0,0.678,,,,,,,,,,,,,,,,,,
159,Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,"['emo rap', 'miami hip hop']",2017,0.0,0.469,0.872,119133.0,0.391,4.13e-06,0.0,0.297,-9.144,0.0,0.242,134.021,4.0,0.437,,,,,,,,,,,,,,,,,,
160,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,"['modern rock', 'rock']",2017,0.0,0.0622,0.776,204347.0,0.78,0.0,10.0,0.081,-4.374,0.0,0.128,124.949,4.0,0.666,Believer,Imagine Dragons,"['modern rock', 'rock']",2018,1.0,0.0622,0.776,204347.0,0.78,0.0,10.0,0.081,-4.374,0.0,0.128,124.949,4.0,0.666
161,As a Stone,Full Trunk,0odehEKB3SeuY8NIm9kBT4,['israeli rock'],2017,0.0,0.355,0.645,259023.0,0.763,0.349,10.0,0.302,-4.705,0.0,0.0351,82.448,4.0,0.559,,,,,,,,,,,,,,,,,,
162,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,"['pop', 'uk pop']",2017,0.0,0.163,0.599,263400.0,0.448,0.0,8.0,0.106,-6.312,1.0,0.0232,95.05,3.0,0.168,Perfect,Ed Sheeran,"['pop', 'uk pop']",2018,1.0,0.163,0.599,263400.0,0.448,0.0,8.0,0.106,-6.312,1.0,0.0232,95.05,3.0,0.168
